"
                         
                        
                        2012-01-12 16:24
                          
                    ","
                         
                        
                        2012-01-12 18:54
                          
                    ","
                         
                        
                        2012-01-12 17:36
                          
                    ","
                        0.284
                    ","
                         
                        HH
                          
                    ","
                         
                        2.5
                          
                    "
"
                         
                        
                        2012-04-08 04:24
                          
                    ","
                         
                        
                        2012-04-08 04:48
                          
                    ","
                         
                        
                        2012-04-08 04:30
                          
                    ","
                        0.012
                    ","
                         
                        HH
                          
                    ","
                         
                        0.4
                          
                    "
"
                         
                        
                        2012-06-03 01:42
                          
                    ","
                         
                        
                        2012-06-03 02:42
                          
                    ","
                         
                        
                        2012-06-03 02:12
                          
                    ","
                        0.062
                    ","
                         
                        HH
                          
                    ","
                         
                        1.0
                          
                    "
"
                         
                        
                        2012-06-04 02:36
                          
                    ","
                         
                        
                        2012-06-04 03:48
                          
                    ","
                         
                        
                        2012-06-04 03:12
                          
                    ","
                        0.069
                    ","
                         
                        HH
                          
                    ","
                         
                        1.2
                          
                    "
"
                         
                        
                        2012-06-05 03:00
                          
                    ","
                         
                        
                        2012-06-05 05:00
                          
                    ","
                         
                        
                        2012-06-05 04:06
                          
                    ","
                        0.255
                    ","
                         
                        HH
                          
                    ","
                         
                        2.0
                          
                    "
"
                         
                        
                        2012-06-06 04:24
                          
                    ","
                         
                        
                        2012-06-06 05:30
                          
                    ","
                         
                        
                        2012-06-06 05:00
                          
                    ","
                        0.072
                    ","
                         
                        HH
                          
                    ","
                         
                        1.1
                          
                    "
"
                         
                        
                        2012-10-29 13:42
                          
                    ","
                         
                        
                        2012-10-29 17:42
                          
                    ","
                         
                        
                        2012-10-29 15:36
                          
                    ","
                        0.476
                    ","
                         
                        HH
                          
                    ","
                         
                        4.0
                          
                    "
"
                         
                        
                        2012-10-29 22:36
                          
                    ","
                         
                        
                        2012-10-30 04:36
                          
                    ","
                         
                        
                        2012-10-30 01:30
                          
                    ","
                        1.107
                    ","
                         
                        HH
                          
                    ","
                         
                        6.0
                          
                    "
"
                         
                        
                        2012-10-30 14:48
                          
                    ","
                         
                        
                        2012-10-30 17:00
                          
                    ","
                         
                        
                        2012-10-30 16:06
                          
                    ","
                        0.242
                    ","
                         
                        H 
                          
                    ","
                         
                        2.2
                          
                    "
"
                         
                        
                        2012-12-27 13:42
                          
                    ","
                         
                        
                        2012-12-27 14:54
                          
                    ","
                         
                        
                        2012-12-27 14:36
                          
                    ","
                        0.018
                    ","
                         
                        HH
                          
                    ","
                         
                        1.2
                          
                    "
"
                         
                        
                        2013-02-27 16:12
                          
                    ","
                         
                        
                        2013-02-27 18:06
                          
                    ","
                         
                        
                        2013-02-27 16:54
                          
                    ","
                        0.162
                    ","
                         
                        HH
                          
                    ","
                         
                        1.9
                          
                    "
"
                         
                        
                        2013-03-08 12:48
                          
                    ","
                         
                        
                        2013-03-08 13:18
                          
                    ","
                         
                        
                        2013-03-08 13:00
                          
                    ","
                        0.014
                    ","
                         
                        HH
                          
                    ","
                         
                        0.5
                          
                    "
"
                         
                        
                        2013-03-09 13:18
                          
                    ","
                         
                        
                        2013-03-09 14:42
                          
                    ","
                         
                        
                        2013-03-09 14:06
                          
                    ","
                        0.088
                    ","
                         
                        HH
                          
                    ","
                         
                        1.4
                          
                    "
